radboudid,guid,label
Orphanet_217017,http://www.orpha.net/ORDO/Orphanet_217017,Zechi-Ceide syndrome
Orphanet_261330,http://www.orpha.net/ORDO/Orphanet_261330,Distal 22q11.2 microdeletion syndrome
Orphanet_276580,http://www.orpha.net/ORDO/Orphanet_276580,Autosomal dominant hyperinsulinism due to Kir6.2 deficiency
Orphanet_314795,http://www.orpha.net/ORDO/Orphanet_314795,SHOX-related short stature
Orphanet_3326,http://www.orpha.net/ORDO/Orphanet_3326,Thymic-renal-anal-lung dysplasia
Orphanet_353277,http://www.orpha.net/ORDO/Orphanet_353277,Rubinstein-Taybi syndrome due to CREBBP mutations
Orphanet_368,http://www.orpha.net/ORDO/Orphanet_368,Glycogen storage disease due to muscle glycogen phosphorylase deficiency
Orphanet_391408,http://www.orpha.net/ORDO/Orphanet_391408,Primary microcephaly-mild intellectual disability-young-onset diabetes syndrome
Orphanet_64753,http://www.orpha.net/ORDO/Orphanet_64753,Spinocerebellar ataxia with axonal neuropathy type 2
Orphanet_79135,http://www.orpha.net/ORDO/Orphanet_79135,Episodic ataxia type 3
Orphanet_177926,http://www.orpha.net/ORDO/Orphanet_177926,Bleeding disorder in hemophilia A carriers
Orphanet_2066,http://www.orpha.net/ORDO/Orphanet_2066,Gamma-aminobutyric acid transaminase deficiency
Orphanet_228366,http://www.orpha.net/ORDO/Orphanet_228366,CLN7 disease
Orphanet_2310,http://www.orpha.net/ORDO/Orphanet_2310,Absence deformity of leg-cataract syndrome
Orphanet_247353,http://www.orpha.net/ORDO/Orphanet_247353,Generalized pustular psoriasis
Orphanet_2478,http://www.orpha.net/ORDO/Orphanet_2478,Megalencephalic leukoencephalopathy with subcortical cysts
Orphanet_254351,http://www.orpha.net/ORDO/Orphanet_254351,Distal 7q11.23 microdeletion syndrome
Orphanet_2670,http://www.orpha.net/ORDO/Orphanet_2670,Pierson syndrome
Orphanet_3042,http://www.orpha.net/ORDO/Orphanet_3042,Intellectual disability-cataracts-calcified pinnae-myopathy syndrome
Orphanet_306734,http://www.orpha.net/ORDO/Orphanet_306734,"Primary dystonia, DYT21 type"
Orphanet_397685,http://www.orpha.net/ORDO/Orphanet_397685,Familial hyperprolactinemia
Orphanet_397959,http://www.orpha.net/ORDO/Orphanet_397959,TCR-alpha-beta-positive T-cell deficiency
Orphanet_705,http://www.orpha.net/ORDO/Orphanet_705,Pendred syndrome
Orphanet_79107,http://www.orpha.net/ORDO/Orphanet_79107,Developmental malformations-deafness-dystonia syndrome
Orphanet_1568,http://www.orpha.net/ORDO/Orphanet_1568,X-linked intellectual disability-Dandy-Walker malformation-basal ganglia disease-seizures syndrome
Orphanet_171714,http://www.orpha.net/ORDO/Orphanet_171714,Amish infantile epilepsy syndrome
Orphanet_1856,http://www.orpha.net/ORDO/Orphanet_1856,Spondyloperipheral dysplasia-short ulna syndrome
Orphanet_328,http://www.orpha.net/ORDO/Orphanet_328,Congenital factor X deficiency
Orphanet_369970,http://www.orpha.net/ORDO/Orphanet_369970,Microcornea-myopic chorioretinal atrophy-telecanthus syndrome
Orphanet_500,http://www.orpha.net/ORDO/Orphanet_500,Noonan syndrome with multiple lentigines
Orphanet_79277,http://www.orpha.net/ORDO/Orphanet_79277,Congenital erythropoietic porphyria
Orphanet_1373,http://www.orpha.net/ORDO/Orphanet_1373,Cataract-aberrant oral frenula-growth delay syndrome
Orphanet_2027,http://www.orpha.net/ORDO/Orphanet_2027,Gingival fibromatosis-progressive deafness syndrome
Orphanet_206559,http://www.orpha.net/ORDO/Orphanet_206559,POMT2-related limb-girdle muscular dystrophy R14
Orphanet_210128,http://www.orpha.net/ORDO/Orphanet_210128,Urocanic aciduria
Orphanet_211017,http://www.orpha.net/ORDO/Orphanet_211017,Spinocerebellar ataxia type 30
Orphanet_217266,http://www.orpha.net/ORDO/Orphanet_217266,BNAR syndrome
Orphanet_2249,http://www.orpha.net/ORDO/Orphanet_2249,Ulna hypoplasia-intellectual disability syndrome
Orphanet_293165,http://www.orpha.net/ORDO/Orphanet_293165,Skin fragility-woolly hair-palmoplantar keratoderma syndrome
Orphanet_3071,http://www.orpha.net/ORDO/Orphanet_3071,Costello syndrome
Orphanet_3236,http://www.orpha.net/ORDO/Orphanet_3236,Conductive deafness-ptosis-skeletal anomalies syndrome
Orphanet_357158,http://www.orpha.net/ORDO/Orphanet_357158,Mandibulofacial dysostosis-macroblepharon-macrostomia syndrome
Orphanet_51608,http://www.orpha.net/ORDO/Orphanet_51608,Generalized arterial calcification of infancy
Orphanet_57,http://www.orpha.net/ORDO/Orphanet_57,Glycogen storage disease due to aldolase A deficiency
Orphanet_1228,http://www.orpha.net/ORDO/Orphanet_1228,Banki syndrome
Orphanet_140922,http://www.orpha.net/ORDO/Orphanet_140922,Titin-related limb-girdle muscular dystrophy R10
Orphanet_363958,http://www.orpha.net/ORDO/Orphanet_363958,17q21.31 microdeletion syndrome
Orphanet_65285,http://www.orpha.net/ORDO/Orphanet_65285,Lhermitte-Duclos disease
Orphanet_77298,http://www.orpha.net/ORDO/Orphanet_77298,Anophthalmia/microphthalmia-esophageal atresia syndrome
Orphanet_168569,http://www.orpha.net/ORDO/Orphanet_168569,H syndrome
Orphanet_178461,http://www.orpha.net/ORDO/Orphanet_178461,X-linked myopathy with postural muscle atrophy
Orphanet_1786,http://www.orpha.net/ORDO/Orphanet_1786,"Acrofacial dysostosis, Catania type"
Orphanet_2298,http://www.orpha.net/ORDO/Orphanet_2298,Insulin-resistance syndrome type B
Orphanet_2432,http://www.orpha.net/ORDO/Orphanet_2432,Macrosomia-microphthalmia-cleft palate syndrome
Orphanet_247262,http://www.orpha.net/ORDO/Orphanet_247262,Hyperphosphatasia-intellectual disability syndrome
Orphanet_251370,http://www.orpha.net/ORDO/Orphanet_251370,Sickle cell-hemoglobin D disease syndrome
Orphanet_2632,http://www.orpha.net/ORDO/Orphanet_2632,Langer mesomelic dysplasia
Orphanet_314588,http://www.orpha.net/ORDO/Orphanet_314588,Distal triplication 15q syndrome
Orphanet_31709,http://www.orpha.net/ORDO/Orphanet_31709,Infantile convulsions and choreoathetosis
Orphanet_319552,http://www.orpha.net/ORDO/Orphanet_319552,Mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency
Orphanet_370921,http://www.orpha.net/ORDO/Orphanet_370921,STT3A-CDG
Orphanet_122,http://www.orpha.net/ORDO/Orphanet_122,Birt-Hogg-Dub syndrome
Orphanet_168615,http://www.orpha.net/ORDO/Orphanet_168615,Hereditary persistence of alpha-fetoprotein
Orphanet_1790,http://www.orpha.net/ORDO/Orphanet_1790,Hypomandibular faciocranial dysostosis
Orphanet_250999,http://www.orpha.net/ORDO/Orphanet_250999,1q41q42 microdeletion syndrome
Orphanet_2744,http://www.orpha.net/ORDO/Orphanet_2744,Horizontal gaze palsy with progressive scoliosis
Orphanet_293925,http://www.orpha.net/ORDO/Orphanet_293925,Lethal occipital encephalocele-skeletal dysplasia syndrome
Orphanet_294415,http://www.orpha.net/ORDO/Orphanet_294415,Renal-hepatic-pancreatic dysplasia
Orphanet_596,http://www.orpha.net/ORDO/Orphanet_596,X-linked centronuclear myopathy
Orphanet_721,http://www.orpha.net/ORDO/Orphanet_721,Gray platelet syndrome
Orphanet_85182,http://www.orpha.net/ORDO/Orphanet_85182,Diaphyseal medullary stenosis-bone malignancy syndrome
Orphanet_85321,http://www.orpha.net/ORDO/Orphanet_85321,"Deafness-intellectual disability syndrome, Martin-Probst type"
Orphanet_93946,http://www.orpha.net/ORDO/Orphanet_93946,Hamel cerebro-palato-cardiac syndrome
Orphanet_79325,http://www.orpha.net/ORDO/Orphanet_79325,ALG8-CDG
Orphanet_822,http://www.orpha.net/ORDO/Orphanet_822,Hereditary spherocytosis
Orphanet_85112,http://www.orpha.net/ORDO/Orphanet_85112,Palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome
Orphanet_93268,http://www.orpha.net/ORDO/Orphanet_93268,"Short rib-polydactyly syndrome, Beemer-Langer type"
Orphanet_85164,http://www.orpha.net/ORDO/Orphanet_85164,Camptodactyly-tall stature-scoliosis-hearing loss syndrome
Orphanet_902,http://www.orpha.net/ORDO/Orphanet_902,Werner syndrome
Orphanet_9,http://www.orpha.net/ORDO/Orphanet_9,Tetrasomy X syndrome
Orphanet_95720,http://www.orpha.net/ORDO/Orphanet_95720,Thyroid hypoplasia
Orphanet_85276,http://www.orpha.net/ORDO/Orphanet_85276,"X-linked intellectual disability, Armfield type"
Orphanet_94122,http://www.orpha.net/ORDO/Orphanet_94122,"Cerebellar ataxia, Cayman type"
Orphanet_98902,http://www.orpha.net/ORDO/Orphanet_98902,Amish nemaline myopathy
Orphanet_83617,http://www.orpha.net/ORDO/Orphanet_83617,Agammaglobulinemia-microcephaly-craniosynostosis-severe dermatitis syndrome
Orphanet_90042,http://www.orpha.net/ORDO/Orphanet_90042,Primary familial polycythemia
Orphanet_93384,http://www.orpha.net/ORDO/Orphanet_93384,Brachydactyly type C
Orphanet_94083,http://www.orpha.net/ORDO/Orphanet_94083,Partington syndrome
Orphanet_99953,http://www.orpha.net/ORDO/Orphanet_99953,Charcot-Marie-Tooth disease type 4G
Orphanet_79399,http://www.orpha.net/ORDO/Orphanet_79399,"Autosomal dominant generalized epidermolysis bullosa simplex, intermediate form"
Orphanet_93580,http://www.orpha.net/ORDO/Orphanet_93580,OBSOLETE: Atypical hemolytic uremic syndrome with I factor anomaly
Orphanet_99429,http://www.orpha.net/ORDO/Orphanet_99429,Complete androgen insensitivity syndrome
Orphanet_93579,http://www.orpha.net/ORDO/Orphanet_93579,OBSOLETE: Atypical hemolytic uremic syndrome with H factor anomaly
Orphanet_86819,http://www.orpha.net/ORDO/Orphanet_86819,Atrichia with papular lesions
Orphanet_909,http://www.orpha.net/ORDO/Orphanet_909,Cerebrotendinous xanthomatosis
Orphanet_93346,http://www.orpha.net/ORDO/Orphanet_93346,"Spondyloepimetaphyseal dysplasia congenita, Strudwick type"
Orphanet_96092,http://www.orpha.net/ORDO/Orphanet_96092,8p inverted duplication/deletion syndrome
Orphanet_98912,http://www.orpha.net/ORDO/Orphanet_98912,"Late-onset distal myopathy, Markesbery-Griggs type"
Orphanet_98938,http://www.orpha.net/ORDO/Orphanet_98938,Colobomatous microphthalmia
Orphanet_93583,http://www.orpha.net/ORDO/Orphanet_93583,Congenital thrombotic thrombocytopenic purpura
Orphanet_98890,http://www.orpha.net/ORDO/Orphanet_98890,Early-onset X-linked optic atrophy
Orphanet_84090,http://www.orpha.net/ORDO/Orphanet_84090,Fibronectin glomerulopathy
Orphanet_93599,http://www.orpha.net/ORDO/Orphanet_93599,Primary hyperoxaluria type 2
Orphanet_97927,http://www.orpha.net/ORDO/Orphanet_97927,OBSOLETE: Peripheral resistance to thyroid hormones
Orphanet_93409,http://www.orpha.net/ORDO/Orphanet_93409,"Brachydactyly-syndactyly, Zhao type"
Orphanet_93623,http://www.orpha.net/ORDO/Orphanet_93623,Dent disease type 2
Orphanet_959,http://www.orpha.net/ORDO/Orphanet_959,Acro-renal-ocular syndrome
Orphanet_990,http://www.orpha.net/ORDO/Orphanet_990,Agnathia-holoprosencephaly-situs inversus syndrome
Orphanet_884,http://www.orpha.net/ORDO/Orphanet_884,Tetrasomy 12p syndrome
Orphanet_949,http://www.orpha.net/ORDO/Orphanet_949,Acrocraniofacial dysostosis
Orphanet_98784,http://www.orpha.net/ORDO/Orphanet_98784,Autosomal dominant nocturnal frontal lobe epilepsy
Orphanet_85201,http://www.orpha.net/ORDO/Orphanet_85201,Genitopatellar syndrome
Orphanet_86915,http://www.orpha.net/ORDO/Orphanet_86915,Lymphedema-atrial septal defects-facial changes syndrome
Orphanet_99852,http://www.orpha.net/ORDO/Orphanet_99852,Ravine syndrome
Orphanet_86816,http://www.orpha.net/ORDO/Orphanet_86816,Congenital analbuminemia
Orphanet_93372,http://www.orpha.net/ORDO/Orphanet_93372,Familial hypocalciuric hypercalcemia type 1
Orphanet_95,http://www.orpha.net/ORDO/Orphanet_95,Friedreich ataxia
Orphanet_96179,http://www.orpha.net/ORDO/Orphanet_96179,Maternal uniparental disomy of chromosome 2 syndrome
Orphanet_98957,http://www.orpha.net/ORDO/Orphanet_98957,Gelatinous drop-like corneal dystrophy
Orphanet_99849,http://www.orpha.net/ORDO/Orphanet_99849,Glycogen storage disease due to muscle beta-enolase deficiency
Orphanet_88938,http://www.orpha.net/ORDO/Orphanet_88938,Pseudohypoaldosteronism type 2A
Orphanet_88940,http://www.orpha.net/ORDO/Orphanet_88940,Pseudohypoaldosteronism type 2C
Orphanet_90023,http://www.orpha.net/ORDO/Orphanet_90023,Primary immunodeficiency syndrome due to P14/LAMTOR2 deficiency
Orphanet_90321,http://www.orpha.net/ORDO/Orphanet_90321,Cockayne syndrome type 1
Orphanet_87503,http://www.orpha.net/ORDO/Orphanet_87503,Mal de Meleda
Orphanet_895,http://www.orpha.net/ORDO/Orphanet_895,Waardenburg syndrome type 2
Orphanet_97239,http://www.orpha.net/ORDO/Orphanet_97239,Reducing body myopathy
Orphanet_98962,http://www.orpha.net/ORDO/Orphanet_98962,Granular corneal dystrophy type I
Orphanet_867,http://www.orpha.net/ORDO/Orphanet_867,Familial multiple trichoepithelioma
Orphanet_98967,http://www.orpha.net/ORDO/Orphanet_98967,Schnyder corneal dystrophy
Orphanet_93299,http://www.orpha.net/ORDO/Orphanet_93299,Achondrogenesis type 1A
Orphanet_96265,http://www.orpha.net/ORDO/Orphanet_96265,Leydig cell hypoplasia due to complete LH resistance
Orphanet_98945,http://www.orpha.net/ORDO/Orphanet_98945,Coloboma of macula
Orphanet_93269,http://www.orpha.net/ORDO/Orphanet_93269,"Short rib-polydactyly syndrome, Majewski type"
Orphanet_79432,http://www.orpha.net/ORDO/Orphanet_79432,Oculocutaneous albinism type 2
Orphanet_91496,http://www.orpha.net/ORDO/Orphanet_91496,Snowflake vitreoretinal degeneration
Orphanet_83628,http://www.orpha.net/ORDO/Orphanet_83628,LUMBAR syndrome
Orphanet_871,http://www.orpha.net/ORDO/Orphanet_871,Familial progressive cardiac conduction defect
Orphanet_88939,http://www.orpha.net/ORDO/Orphanet_88939,Pseudohypoaldosteronism type 2B
Orphanet_921,http://www.orpha.net/ORDO/Orphanet_921,Abruzzo-Erickson syndrome
Orphanet_99226,http://www.orpha.net/ORDO/Orphanet_99226,Monosomy X syndrome
Orphanet_90342,http://www.orpha.net/ORDO/Orphanet_90342,Xeroderma pigmentosum variant
Orphanet_93256,http://www.orpha.net/ORDO/Orphanet_93256,Fragile X-associated tremor/ataxia syndrome
Orphanet_96149,http://www.orpha.net/ORDO/Orphanet_96149,Distal deletion 12q syndrome
Orphanet_97340,http://www.orpha.net/ORDO/Orphanet_97340,Hunter-McAlpine syndrome
Orphanet_99845,http://www.orpha.net/ORDO/Orphanet_99845,Genetic recurrent myoglobinuria
Orphanet_90348,http://www.orpha.net/ORDO/Orphanet_90348,Autosomal dominant cutis laxa
Orphanet_98995,http://www.orpha.net/ORDO/Orphanet_98995,Early-onset zonular cataract
Orphanet_99876,http://www.orpha.net/ORDO/Orphanet_99876,OBSOLETE: Ehlers-Danlos syndrome type 7B
Orphanet_85198,http://www.orpha.net/ORDO/Orphanet_85198,Dysspondyloenchondromatosis
Orphanet_90186,http://www.orpha.net/ORDO/Orphanet_90186,Meige disease
Orphanet_98756,http://www.orpha.net/ORDO/Orphanet_98756,Spinocerebellar ataxia type 2
Orphanet_86,http://www.orpha.net/ORDO/Orphanet_86,Familial abdominal aortic aneurysm
Orphanet_96263,http://www.orpha.net/ORDO/Orphanet_96263,"48,XXXY syndrome"
Orphanet_98969,http://www.orpha.net/ORDO/Orphanet_98969,Macular corneal dystrophy
Orphanet_99735,http://www.orpha.net/ORDO/Orphanet_99735,Myotonia permanens
Orphanet_90658,http://www.orpha.net/ORDO/Orphanet_90658,Charcot-Marie-Tooth disease type 1E
Orphanet_96176,http://www.orpha.net/ORDO/Orphanet_96176,Ring chromosome 13 syndrome
Orphanet_98767,http://www.orpha.net/ORDO/Orphanet_98767,Spinocerebellar ataxia type 11
Orphanet_79397,http://www.orpha.net/ORDO/Orphanet_79397,Epidermolysis bullosa simplex with mottled pigmentation
Orphanet_85196,http://www.orpha.net/ORDO/Orphanet_85196,Nodulosis-arthropathy-osteolysis syndrome
Orphanet_93961,http://www.orpha.net/ORDO/Orphanet_93961,OBSOLETE: Laryngeal dyskinesia
Orphanet_98856,http://www.orpha.net/ORDO/Orphanet_98856,Charcot-Marie-Tooth disease type 2B1
Orphanet_98944,http://www.orpha.net/ORDO/Orphanet_98944,Coloboma of iris
Orphanet_99734,http://www.orpha.net/ORDO/Orphanet_99734,Myotonia fluctuans
Orphanet_79435,http://www.orpha.net/ORDO/Orphanet_79435,Oculocutaneous albinism type 4
Orphanet_85193,http://www.orpha.net/ORDO/Orphanet_85193,Idiopathic juvenile osteoporosis
Orphanet_90340,http://www.orpha.net/ORDO/Orphanet_90340,Blau syndrome
Orphanet_90625,http://www.orpha.net/ORDO/Orphanet_90625,Rare X-linked non-syndromic sensorineural deafness type DFN
Orphanet_99936,http://www.orpha.net/ORDO/Orphanet_99936,Autosomal dominant Charcot-Marie-Tooth disease type 2B
Orphanet_90044,http://www.orpha.net/ORDO/Orphanet_90044,Familial pseudohyperkalemia
Orphanet_971,http://www.orpha.net/ORDO/Orphanet_971,Acrorenal syndrome
Orphanet_851,http://www.orpha.net/ORDO/Orphanet_851,Paris-Trousseau thrombocytopenia
Orphanet_96061,http://www.orpha.net/ORDO/Orphanet_96061,Mosaic trisomy 8 syndrome
Orphanet_977,http://www.orpha.net/ORDO/Orphanet_977,Adrenomyodystrophy
Orphanet_99952,http://www.orpha.net/ORDO/Orphanet_99952,Charcot-Marie-Tooth disease type 4F
Orphanet_99013,http://www.orpha.net/ORDO/Orphanet_99013,Spastic paraplegia type 7
Orphanet_93382,http://www.orpha.net/ORDO/Orphanet_93382,Brachydactyly type A6
Orphanet_99657,http://www.orpha.net/ORDO/Orphanet_99657,"Primary dystonia, DYT2 type"
Orphanet_99817,http://www.orpha.net/ORDO/Orphanet_99817,Non-polyposis Turcot syndrome
Orphanet_79499,http://www.orpha.net/ORDO/Orphanet_79499,Autosomal dominant deafness-onychodystrophy syndrome
Orphanet_79643,http://www.orpha.net/ORDO/Orphanet_79643,Autosomal recessive hyperinsulinism due to SUR1 deficiency
Orphanet_85170,http://www.orpha.net/ORDO/Orphanet_85170,"Mesomelic dysplasia, Savarirayan type"
Orphanet_90045,http://www.orpha.net/ORDO/Orphanet_90045,Hereditary folate malabsorption
Orphanet_94147,http://www.orpha.net/ORDO/Orphanet_94147,Spinocerebellar ataxia type 7
Orphanet_96266,http://www.orpha.net/ORDO/Orphanet_96266,Leydig cell hypoplasia due to partial LH resistance
Orphanet_99413,http://www.orpha.net/ORDO/Orphanet_99413,Turner syndrome due to structural X chromosome anomalies
Orphanet_96,http://www.orpha.net/ORDO/Orphanet_96,Ataxia with vitamin E deficiency
Orphanet_79492,http://www.orpha.net/ORDO/Orphanet_79492,Pili gemini
Orphanet_86817,http://www.orpha.net/ORDO/Orphanet_86817,Hemolytic anemia due to adenylate kinase deficiency
Orphanet_897,http://www.orpha.net/ORDO/Orphanet_897,Waardenburg-Shah syndrome
Orphanet_93404,http://www.orpha.net/ORDO/Orphanet_93404,Syndactyly type 3
Orphanet_955,http://www.orpha.net/ORDO/Orphanet_955,Hajdu-Cheney syndrome
Orphanet_98904,http://www.orpha.net/ORDO/Orphanet_98904,Congenital myopathy with excess of thin filaments
Orphanet_93473,http://www.orpha.net/ORDO/Orphanet_93473,Hurler syndrome
Orphanet_96148,http://www.orpha.net/ORDO/Orphanet_96148,Distal deletion 10q syndrome
Orphanet_98755,http://www.orpha.net/ORDO/Orphanet_98755,Spinocerebellar ataxia type 1
Orphanet_98915,http://www.orpha.net/ORDO/Orphanet_98915,Synaptic congenital myasthenic syndromes
Orphanet_96097,http://www.orpha.net/ORDO/Orphanet_96097,Distal duplication 5q syndrome
Orphanet_98619,http://www.orpha.net/ORDO/Orphanet_98619,Rare isolated myopia
Orphanet_811,http://www.orpha.net/ORDO/Orphanet_811,Shwachman-Diamond syndrome
Orphanet_85451,http://www.orpha.net/ORDO/Orphanet_85451,ATTRV122I amyloidosis
Orphanet_93,http://www.orpha.net/ORDO/Orphanet_93,Aspartylglucosaminuria
Orphanet_97345,http://www.orpha.net/ORDO/Orphanet_97345,ABri amyloidosis
Orphanet_98759,http://www.orpha.net/ORDO/Orphanet_98759,Spinocerebellar ataxia type 17
Orphanet_98970,http://www.orpha.net/ORDO/Orphanet_98970,Fleck corneal dystrophy
Orphanet_98971,http://www.orpha.net/ORDO/Orphanet_98971,Posterior amorphous corneal dystrophy
Orphanet_99642,http://www.orpha.net/ORDO/Orphanet_99642,"Spondyloepimetaphyseal dysplasia, Handigodu type"
Orphanet_99944,http://www.orpha.net/ORDO/Orphanet_99944,Autosomal dominant Charcot-Marie-Tooth disease type 2K
Orphanet_96078,http://www.orpha.net/ORDO/Orphanet_96078,16p13.3 microduplication syndrome
Orphanet_99846,http://www.orpha.net/ORDO/Orphanet_99846,Autosomal dominant myoglobinuria
Orphanet_79351,http://www.orpha.net/ORDO/Orphanet_79351,"3-phosphoglycerate dehydrogenase deficiency, infantile/juvenile form"
Orphanet_800,http://www.orpha.net/ORDO/Orphanet_800,Schwartz-Jampel syndrome
Orphanet_90,http://www.orpha.net/ORDO/Orphanet_90,Argininemia
Orphanet_93388,http://www.orpha.net/ORDO/Orphanet_93388,Brachydactyly type A1
Orphanet_98942,http://www.orpha.net/ORDO/Orphanet_98942,Coloboma of choroid and retina
Orphanet_79501,http://www.orpha.net/ORDO/Orphanet_79501,Punctate palmoplantar keratoderma type 1
Orphanet_847,http://www.orpha.net/ORDO/Orphanet_847,X-linked alpha-thalassemia-intellectual disability syndrome
Orphanet_98798,http://www.orpha.net/ORDO/Orphanet_98798,Isochromosomy Yq syndrome
Orphanet_98808,http://www.orpha.net/ORDO/Orphanet_98808,Autosomal dominant dopa-responsive dystonia
Orphanet_93110,http://www.orpha.net/ORDO/Orphanet_93110,Posterior urethral valve
Orphanet_93351,http://www.orpha.net/ORDO/Orphanet_93351,"Spondyloepimetaphyseal dysplasia, Irapa type"
Orphanet_99731,http://www.orpha.net/ORDO/Orphanet_99731,Isolated sulfite oxidase deficiency
Orphanet_99742,http://www.orpha.net/ORDO/Orphanet_99742,Amish lethal microcephaly
Orphanet_79665,http://www.orpha.net/ORDO/Orphanet_79665,Gardner syndrome
Orphanet_90301,http://www.orpha.net/ORDO/Orphanet_90301,Acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome
Orphanet_98806,http://www.orpha.net/ORDO/Orphanet_98806,"Primary dystonia, DYT6 type"
Orphanet_98974,http://www.orpha.net/ORDO/Orphanet_98974,Fuchs endothelial corneal dystrophy
Orphanet_99878,http://www.orpha.net/ORDO/Orphanet_99878,OBSOLETE: Primary parathyroid hyperplasia
Orphanet_857,http://www.orpha.net/ORDO/Orphanet_857,Townes-Brocks syndrome
Orphanet_90796,http://www.orpha.net/ORDO/Orphanet_90796,"46,XY difference of sex development due to isolated 17,20-lyase deficiency"
Orphanet_99361,http://www.orpha.net/ORDO/Orphanet_99361,Familial medullary thyroid carcinoma
Orphanet_99736,http://www.orpha.net/ORDO/Orphanet_99736,Acetazolamide-responsive myotonia
Orphanet_894,http://www.orpha.net/ORDO/Orphanet_894,Waardenburg syndrome type 1
Orphanet_896,http://www.orpha.net/ORDO/Orphanet_896,Waardenburg syndrome type 3
Orphanet_99022,http://www.orpha.net/ORDO/Orphanet_99022,OBSOLETE: Niemann-Pick disease type E
Orphanet_90309,http://www.orpha.net/ORDO/Orphanet_90309,OBSOLETE: Ehlers-Danlos syndrome type 1
Orphanet_93598,http://www.orpha.net/ORDO/Orphanet_93598,Primary hyperoxaluria type 1
Orphanet_85167,http://www.orpha.net/ORDO/Orphanet_85167,Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome
Orphanet_882,http://www.orpha.net/ORDO/Orphanet_882,Tyrosinemia type 1
Orphanet_96264,http://www.orpha.net/ORDO/Orphanet_96264,"49,XXXXY syndrome"
Orphanet_79324,http://www.orpha.net/ORDO/Orphanet_79324,ALG12-CDG
Orphanet_88621,http://www.orpha.net/ORDO/Orphanet_88621,Ichthyosis-prematurity syndrome
Orphanet_93602,http://www.orpha.net/ORDO/Orphanet_93602,Xanthinuria type II
Orphanet_95434,http://www.orpha.net/ORDO/Orphanet_95434,Autosomal recessive cerebellar ataxia-movement disorder syndrome
Orphanet_79476,http://www.orpha.net/ORDO/Orphanet_79476,Griscelli syndrome type 1
Orphanet_93955,http://www.orpha.net/ORDO/Orphanet_93955,OBSOLETE: Benign essential blepharospasm
Orphanet_83471,http://www.orpha.net/ORDO/Orphanet_83471,T-cell immunodeficiency with thymic aplasia
Orphanet_85175,http://www.orpha.net/ORDO/Orphanet_85175,Astley-Kendall dysplasia
Orphanet_85274,http://www.orpha.net/ORDO/Orphanet_85274,Syndromic X-linked intellectual disability 7
Orphanet_86923,http://www.orpha.net/ORDO/Orphanet_86923,"Hereditary palmoplantar keratoderma, Gamborg-Nielsen type"
Orphanet_97231,http://www.orpha.net/ORDO/Orphanet_97231,Ligneous conjunctivitis
Orphanet_98772,http://www.orpha.net/ORDO/Orphanet_98772,Spinocerebellar ataxia type 19/22
Orphanet_98763,http://www.orpha.net/ORDO/Orphanet_98763,Spinocerebellar ataxia type 14
Orphanet_85453,http://www.orpha.net/ORDO/Orphanet_85453,X-linked reticulate pigmentary disorder
Orphanet_88644,http://www.orpha.net/ORDO/Orphanet_88644,"Autosomal recessive ataxia, Beauce type"
Orphanet_88919,http://www.orpha.net/ORDO/Orphanet_88919,Autosomal recessive Alport syndrome
Orphanet_90362,http://www.orpha.net/ORDO/Orphanet_90362,Primary intestinal lymphangiectasia
Orphanet_83642,http://www.orpha.net/ORDO/Orphanet_83642,Microcytic anemia with liver iron overload
Orphanet_85184,http://www.orpha.net/ORDO/Orphanet_85184,"Craniometadiaphyseal dysplasia, wormian bone type"
Orphanet_90674,http://www.orpha.net/ORDO/Orphanet_90674,Isolated thyroid-stimulating hormone deficiency
Orphanet_91132,http://www.orpha.net/ORDO/Orphanet_91132,Ichthyosis-hypotrichosis syndrome
Orphanet_93607,http://www.orpha.net/ORDO/Orphanet_93607,Autosomal recessive proximal renal tubular acidosis
Orphanet_97297,http://www.orpha.net/ORDO/Orphanet_97297,Bohring-Opitz syndrome
Orphanet_974,http://www.orpha.net/ORDO/Orphanet_974,Adams-Oliver syndrome
Orphanet_99105,http://www.orpha.net/ORDO/Orphanet_99105,"Atrial septal defect, sinus venosus type"
Orphanet_99947,http://www.orpha.net/ORDO/Orphanet_99947,Autosomal dominant Charcot-Marie-Tooth disease type 2A2
Orphanet_93571,http://www.orpha.net/ORDO/Orphanet_93571,Dense deposit disease
Orphanet_93962,http://www.orpha.net/ORDO/Orphanet_93962,OBSOLETE: Cervical dystonia
Orphanet_95716,http://www.orpha.net/ORDO/Orphanet_95716,Familial thyroid dyshormonogenesis
Orphanet_99803,http://www.orpha.net/ORDO/Orphanet_99803,Haddad syndrome
Orphanet_998,http://www.orpha.net/ORDO/Orphanet_998,Albinism-deafness syndrome
Orphanet_912,http://www.orpha.net/ORDO/Orphanet_912,Zellweger syndrome
Orphanet_98908,http://www.orpha.net/ORDO/Orphanet_98908,Neutral lipid storage disease with myopathy
Orphanet_98955,http://www.orpha.net/ORDO/Orphanet_98955,Lisch epithelial corneal dystrophy
Orphanet_79395,http://www.orpha.net/ORDO/Orphanet_79395,Keratoderma hereditarium mutilans with ichthyosis
